leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag
7bLCyBuFdPFYbBuztRvqrX9e13Dt6mfpoxdnMDhXvZaV,9fgw3MScN9xDUTLZJaiqTBF9BmoASJGWmJCdUKSjzsXs,"",1.2049741124260356,0.46298693293885607,3258.25,1251.9166666666667,2704,0.42598949097694855,0.5003964585481653,true,0.01671348199195763,0.06367739102391538,true
F9Sq9BxVPCBG4UMU1XAF8JBSeKhyWQdLv2PPizy1xQZx,8RaPWvLNqanZCvrQLsou1hmSj3srN7H6ds8AR9LwiqNa,"enderSOL Validator",1.1806768558951968,0.4494177583697234,1081.5000000000002,411.66666666666663,916,0.38681193671162495,0.5136681258328801,true,-0.00014957552198150564,0.08054044853785453,true
6dwKX2BK1JowEVXvKemcfw2arNeTe6RHYrs4FomxSVPw,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,"private",0.8966066970585045,0.40020215999131664,11013.91666666667,4916.083333333334,12284,0.38313673438812856,0.4175132305568574,true,0.029178326594355482,0.05121254642151753,true
CKwRED4NttAKmB4D2aos4uQqXqH1QehRoZLdRkyjLdGm,Ha5QeKj9o3u1116qohTcSqEhPRJgUUKSLxS1n5Phgq85,"Gigaward 🏆 ",0.5496794871794872,0.3910256410256411,57.16666666666667,40.66666666666667,104,0.23038278822873096,0.5793595861003694,true,-0.079539507786338,0.15993038080221103,true
5rtCpCsHQUdh48zfWSo3VHmWoPoJ33PqA8BJtxojyz5Q,2qD6yvLwy3ckWxsS1iQwrkCjLgcvH1u9PLu5m9KRRn5x,"Heliuz 0% fee + Mev",0.787326388888889,0.38592303240740744,907.0000000000001,444.58333333333337,1152,0.3319436193591262,0.4428613952065804,true,0.004219563081450571,0.07617130993442245,true
1znL3zFHi3znoaz6T6rnnEnRj8Ar3fohDq7ZNk37sUL,A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,"AltaBlock",0.7110938578329883,0.3752587991718427,1373.8333333333333,725.0000000000001,1932,0.33352683362218555,0.4189301979225479,true,0.012415322412429704,0.0679755506034433,true
b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.6787280701754386,0.374765037593985,722.1666666666666,398.75000000000006,1064,0.3191652025829244,0.43387813408678894,true,0.002761390295403926,0.07762948272046909,true
71M936kzQRe7eWrABba6yKqPsmTMVhijQqDNQP9qM9pP,DM8eVQwKYpFUq4MAC1XEeZMjV4T34LfvGkK9vca55GaY,"SpaceCat.ws 🚀 0% + MEV",0.7073863636363635,0.3746556473829201,684.7499999999999,362.6666666666667,968,0.31649461192595824,0.4366763709326918,true,0.0009490291335882209,0.07944184388228478,true
RUSHpmG4o1ydgySKRexRws7WMmu8nH5BaQgEAmwo2hK,2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH,"RushChain",0.6967628705148206,0.3692147685907437,1786.5,946.6666666666669,2564,0.3330035727951488,0.406961096271223,true,0.016080919061803093,0.06430995395406992,true
STA5dMZHibCkLtWGXmEADpdkR8VRkGTJf1gTSMyJ1YU,D8aGMETy3q6ymADJs7YS81QY2qTQmptVox3iCfGDgSTA,"SolTA",0.7162947466294748,0.3682880055788006,2054.3333333333335,1056.25,2868,0.3340235309815496,0.4039354778193801,true,0.01739474531560754,0.06299612770026547,true
CyUEJ2KvRCDZqPM5PZ7RVznyjsto8zKc5or6CJZJDPda,AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,"IMPULSE⚡️",0.6573616600790515,0.36380105401844537,665.2500000000001,368.1666666666667,1012,0.3073714036071363,0.4242449768961278,true,0.001811692881776114,0.0785791801340969,true
BJu6CLyEP2M5Fvj88DF7ZcJYhs9qb2FYBBrVKwrFYoQk,HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes,"StakeShip 🛳  Additional rewards",0.6900584795321637,0.3630510571300045,2045.3333333333333,1076.0833333333335,2964,0.32946251815425165,0.39803124475060203,true,0.017767026512628105,0.0626238465032449,true
Bnqie7FYWudbSuBjyRHzoKQrz7eGFxmY9wFAMQKKQjEe,6xwWwNVXJLGhgPfBpew7UDcSjQr73McXSRK2EhdhcL1u,"Paradigm 🧿",0.6821842783505154,0.36125429553264604,1058.75,560.6666666666666,1552,0.3153655365710772,0.4098232965215694,true,0.009200430300002917,0.07119044271587009,true
Goo7uPA1ASVX2Ws4JW1eAjQxBcTtjMdpAHBtPBzi8yN6,H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo,"GOOSE",0.6590342679127726,0.36074766355140186,1410.3333333333335,772,2140,0.32146843181980667,0.40198298610899974,true,0.013799887498628826,0.06659098551724418,true
CZLU7uNs1SNvmV1vodR29hwJFjQ2eVUXsQJwGt2SKVKk,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,"Custodian 💼 0% fees +MEV!",0.60625,0.3501736111111111,291,168.08333333333334,480,0.2712229752187412,0.4382848600618043,true,-0.015538146950481876,0.09592901996635489,true
CbyfiyQAy9pyWKrAv3KViqHgcDPQ9ECmYx3eaQoV5hBw,HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY,"Consensus 🤝",0.660614824335904,0.3496679520137104,1027.9166666666667,544.0833333333334,1556,0.30428759804402594,0.39794497549523244,true,0.009240295276253092,0.07115057773961991,true
Bs1AYgU6v6MiKivhpNpHnU9VePJAfdeC1yC3FuRaBWNa,FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9,"Aspis 🛡 +MEV",0.6756430868167203,0.3444868703108253,1681,857.0833333333334,2488,0.30846224727414157,0.3823922986571478,true,0.01571538100583812,0.06467549201003489,true
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.5921875000000001,0.32447916666666665,94.75000000000001,51.916666666666664,160,0.20117713361179146,0.4781210089791871,true,-0.05633796172992448,0.1367288347457975,true
caraQ1NEwdXDjP8RE28XhiPmzCGNqF5zLNqvjoeDNQ3,CaraHZBReeNNYAJ326DFsvy41M2p1KWTEoBAwBL6bmWZ,"CARASOL",0.5182841068917019,0.32436708860759494,491.3333333333334,307.5,948,0.2683749833590469,0.38587970531294763,true,0.0005371982614072665,0.07985367475446575,true
4ZUdaCPz4t1gJK6bFN2YdG6BDfxZ3ApvGMiQUmKPPtny,7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj,"Spear | best rewards!",0.545343137254902,0.31519607843137254,185.41666666666669,107.16666666666666,340,0.22683386676074868,0.41931178696298144,true,-0.02602592835922956,0.10641680137510257,true
5X39mKkK1QJBnFmzryeRbVmSKQDHR8bvUMm22gQS95YL,HsCdVYYZAVSKhykpJdrmNKN15ePR8WugGXMbkJb8xdsU,"LIONODER 🦁",0.4719776995305164,0.30281690140845074,268.0833333333333,172.00000000000003,568,0.2337308749121774,0.3821396439690574,true,-0.011039171556132085,0.0914300445720051,true
2x3pmdwex3s71i8c4VvnHCnYTwXtqPU1LgdX5BLDtN9L,ADmLWUm2eQ3KFijFbqa4bVfiLVmW5iqjStE5b8Wbti1y,"Visor",0.465648854961832,0.2997773536895674,243.99999999999997,157.08333333333334,524,0.22842461216658747,0.382372925268486,true,-0.013146888681309372,0.09353776169718239,true
8ZvC5d39VKnz4UUJV928s76Mv7FdSbX5WwHCuCFAanj3,5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,"EliteStaking.vip 💜",0.45729166666666665,0.28854166666666664,36.58333333333333,23.083333333333332,80,0.13835478135603194,0.5060166181711208,true,-0.09632340450200955,0.17671427751788255,true
8a5oKmUfwQZwZHV2NFYmiRLNepySV6cNTjEoW7pEFZBN,2uXoWb4tuNZ72wAdQDfGn42PzRQ2kZD2x6ZDt3urwPrv,"Race2Space",0.4576206140350877,0.28821271929824555,695.5833333333333,438.08333333333326,1520,0.24527724781692473,0.33532470695276595,true,0.008875866410481187,0.07151500660539183,true
8bDP7mZsx6Z1pZbRoMtzj5AXaqoyBLqEfgAi157AnKJX,P4f3F3VfMhKvpGQXg2MuvLfWmZui41gvcH9XKtYDiFX,"deadnode",0.4599056603773585,0.28144654088050314,97.50000000000001,59.666666666666664,212,0.17900991873791697,0.4130125746137443,true,-0.043667420880303905,0.12405829389617692,true
