leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.7005057803468208,0.41473988439306353,484.74999999999994,286.99999999999994,692,0.34445990922138836,0.4886699521931914,true,0.030864440968713006,0.23417400646463604,true
71M936kzQRe7eWrABba6yKqPsmTMVhijQqDNQP9qM9pP,DM8eVQwKYpFUq4MAC1XEeZMjV4T34LfvGkK9vca55GaY,"SpaceCat.ws 🚀 0% + MEV",0.7756024096385543,0.41290160642570284,515.0000000000001,274.1666666666667,664,0.34131242101839143,0.48837331710104437,true,0.028743248306491387,0.23629519912685765,true
8ZvC5d39VKnz4UUJV928s76Mv7FdSbX5WwHCuCFAanj3,5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,"EliteStaking.vip 💜",0.741235632183908,0.40933908045977013,429.91666666666663,237.41666666666669,580,0.33319264571652907,0.49009725432984064,true,0.021482441677704883,0.24355600575564415,true
ANTmwMfoBzEk31Rw8e11nLRvDgzWEVEMGUUy1v9fdRxV,DrCcHpAWj8a4JU99QKtwfCynzdhgQeuieAY9WadZD5Ry,"FireDog 🔥 ZERO FEES",0.7184278350515465,0.40764604810996563,278.75000000000006,158.16666666666666,388,0.315831976092554,0.506395407974636,true,-0.0032386417693276437,0.2682770892026767,true
b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.7388747165532881,0.40412414965986393,868.9166666666667,475.25,1176,0.35001063266615295,0.4606744054067008,true,0.05454030606154607,0.21049814137180295,true
5X39mKkK1QJBnFmzryeRbVmSKQDHR8bvUMm22gQS95YL,HsCdVYYZAVSKhykpJdrmNKN15ePR8WugGXMbkJb8xdsU,"LIONODER 🦁",0.7157894736842105,0.4037280701754386,272,153.41666666666666,380,0.3113148396246629,0.503517177500378,true,-0.004660228864994259,0.2696986762983433,true
4ZUdaCPz4t1gJK6bFN2YdG6BDfxZ3ApvGMiQUmKPPtny,7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj,"Spear | best rewards!",0.7062404870624049,0.4026826484018265,618.6666666666667,352.75,876,0.34039565313710196,0.4682756775352833,true,0.042169087703161676,0.22286935973018734,true
CZLU7uNs1SNvmV1vodR29hwJFjQ2eVUXsQJwGt2SKVKk,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,"Custodian 💼 0% fees +MEV!",0.72931654676259,0.4024280575539568,405.5,223.74999999999997,556,0.3251386701292335,0.4848892986441051,true,0.019111282094069204,0.24592716533927983,true
1znL3zFHi3znoaz6T6rnnEnRj8Ar3fohDq7ZNk37sUL,A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,"AltaBlock",0.6795190713101161,0.3978026533996684,546.3333333333334,319.8333333333334,804,0.33313079024542647,0.46625149566022905,true,0.03821028896409044,0.22682815846925858,true
BJu6CLyEP2M5Fvj88DF7ZcJYhs9qb2FYBBrVKwrFYoQk,HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes,"StakeShip 🛳  Additional rewards",0.6487745098039216,0.3941176470588236,661.75,402.00000000000006,1020,0.3365543233746816,0.4547775858220696,true,0.04878928412310067,0.21624916331024835,true
CbyfiyQAy9pyWKrAv3KViqHgcDPQ9ECmYx3eaQoV5hBw,HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY,"Consensus 🤝",0.6666092745638201,0.39089761248852156,967.9166666666669,567.5833333333333,1452,0.3424475220623273,0.44159895962909845,true,0.062341778217637964,0.20269666921571106,true
Bnqie7FYWudbSuBjyRHzoKQrz7eGFxmY9wFAMQKKQjEe,6xwWwNVXJLGhgPfBpew7UDcSjQr73McXSRK2EhdhcL1u,"Paradigm 🧿",0.6424758953168044,0.38481404958677684,621.9166666666666,372.5,968,0.3261891962206404,0.44698578665358596,true,0.04656975725436674,0.2184686901789823,true
HJJH3tokNTy4FwEg2vABnbyUt3s51kyfL3pH26zTZqhp,26MXTErkUfxTGJ78WKjNtVSTXHBrZEPYFY3oeuGeewz5,"",0.517578125,0.380859375,66.25,48.75,128,0.23504394880436547,0.5518730411339208,true,-0.10384180905467183,0.36888025648802086,true
CyUEJ2KvRCDZqPM5PZ7RVznyjsto8zKc5or6CJZJDPda,AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,"IMPULSE⚡️",0.6504178272980502,0.37929433611884866,934.0000000000001,544.6666666666666,1436,0.3309818382100415,0.43012497866112714,true,0.0619519005204158,0.20308654691293324,true
Bs1AYgU6v6MiKivhpNpHnU9VePJAfdeC1yC3FuRaBWNa,FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9,"Aspis 🛡 +MEV",0.6985677083333334,0.3791429924242425,983.5833333333334,533.8333333333334,1408,0.3303751202317402,0.4304817727965766,true,0.06125369091999702,0.203784756513352,true
2x3pmdwex3s71i8c4VvnHCnYTwXtqPU1LgdX5BLDtN9L,ADmLWUm2eQ3KFijFbqa4bVfiLVmW5iqjStE5b8Wbti1y,"Visor",0.6793154761904763,0.3774181547619048,304.33333333333337,169.08333333333337,448,0.29369935960202614,0.46914963920579894,true,0.0061789374003279884,0.25885951003302105,true
